Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Цена
Вторичное,минская,12.0,Москва,1.0,40.7,11.9,7.0,22.0,Евроремонт,14950000.0
Вторичное,сетунь,13.0,Москва,1.0,42.2,8.4,11.0,16.0,Косметический,12000000.0
Вторичное,озёрная,6.0,Москва,1.0,34.7,9.5,7.0,12.0,Косметический,10400000.0
Вторичное,рабочий посёлок,10.0,Москва,1.0,39.0,9.0,7.0,12.0,Косметический,11500000.0
Вторичное,аминьевская,10.0,Москва,1.0,47.2,15.0,2.0,25.0,Без ремонта,20200000.0
Вторичное,новогиреево,6.0,Москва,1.0,35.1,9.8,2.0,12.0,Дизайнерский,12500000.0
Вторичное,люблино,17.0,Москва,1.0,35.2,9.0,3.0,17.0,Косметический,11350000.0
Вторичное,рабочий посёлок,10.0,Москва,1.0,39.0,9.0,7.0,12.0,Евроремонт,11500000.0
Вторичное,улица горчакова,12.0,Москва,1.0,35.2,13.9,4.0,15.0,Без ремонта,8700000.0
Вторичное,ольховая,20.0,Москва,1.0,38.3,9.0,6.0,14.0,Евроремонт,10500000.0
Вторичное,нагорная,14.0,Москва,1.0,38.0,9.0,5.0,14.0,Косметический,12800000.0
Вторичное,нижегородская,12.0,Москва,1.0,35.0,10.0,16.0,22.0,Без ремонта,11900000.0
Вторичное,шелепиха,13.0,Москва,1.0,37.1,16.6,2.0,24.0,Дизайнерский,24500000.0
Вторичное,бауманская,15.0,Москва,1.0,34.2,10.0,3.0,16.0,Косметический,14500000.0
Вторичное,пятницкое шоссе,25.0,Москва,1.0,37.5,11.0,4.0,26.0,Косметический,10900000.0
Вторичное,улица 1905 года,12.0,Москва,1.0,42.1,10.0,21.0,16.0,Дизайнерский,26700000.0
Вторичное,бунинская аллея,7.0,Москва,1.0,36.0,9.1,3.0,12.0,Евроремонт,10000000.0
Вторичное,чертановская,13.0,Москва,1.0,34.1,8.1,6.0,9.0,Косметический,10000000.0
Вторичное,народное ополчение,15.0,Москва,1.0,34.8,9.8,3.0,14.0,Косметический,12900000.0
Вторичное,народное ополчение,12.0,Москва,1.0,42.1,15.4,18.0,5.0,Без ремонта,20000000.0
Вторичное,улица дмитриевского,26.0,Москва,1.0,42.0,8.0,23.0,24.0,Косметический,10500000.0
Вторичное,печатники,9.0,Москва,1.0,41.0,11.0,1.0,12.0,Без ремонта,9900000.0
Вторичное,щелковская,8.0,Москва,1.0,43.0,11.3,8.0,32.0,Косметический,12122000.0
Вторичное,бабушкинская,20.0,Москва,1.0,44.6,9.2,8.0,17.0,Косметический,10776000.0
Вторичное,щукинская,9.0,Москва,1.0,41.1,10.8,18.0,19.0,Косметический,12340000.0
Вторичное,коммунарка,25.0,Москва,1.0,44.5,20.0,18.0,25.0,Евроремонт,11800000.0
Вторичное,планерная,9.0,Москва,1.0,36.1,9.0,8.0,9.0,Евроремонт,11350000.0
Вторичное,белорусская,10.0,Москва,1.0,40.0,9.0,5.0,9.0,Косметический,15500000.0
Вторичное,ольховая,16.0,Москва,1.0,46.5,14.5,9.0,9.0,Евроремонт,15000000.0
Вторичное,коммунарка,18.0,Москва,1.0,39.9,11.8,7.0,17.0,Евроремонт,10000000.0
Вторичное,саларьево,11.0,Москва,1.0,41.3,12.7,9.0,25.0,Косметический,12500000.0
Вторичное,народное ополчение,8.0,Москва,1.0,38.9,9.6,6.0,12.0,Без ремонта,11400000.0
Вторичное,коньково,5.0,Москва,1.0,37.8,8.4,3.0,17.0,Евроремонт,13000000.0
Вторичное,царицыно,25.0,Москва,1.0,43.9,10.0,10.0,11.0,Косметический,11500000.0
Вторичное,народное ополчение,16.0,Москва,1.0,54.1,20.0,7.0,17.0,Евроремонт,25500000.0
Вторичное,рабочий посёлок,10.0,Москва,1.0,40.0,9.0,7.0,12.0,Без ремонта,11500000.0
Вторичное,коммунарка,27.0,Москва,1.0,46.7,11.7,6.0,17.0,Евроремонт,12900000.0
Вторичное,народное ополчение,12.0,Москва,1.0,38.0,12.1,8.0,5.0,Без ремонта,22000000.0
Вторичное,беговая,12.0,Москва,1.0,34.3,9.7,10.0,16.0,Косметический,11500000.0
Вторичное,спартак,7.0,Москва,1.0,38.1,13.4,4.0,23.0,Без ремонта,10990000.0
Вторичное,отрадное,19.0,Москва,1.0,39.0,8.6,6.0,12.0,Косметический,11500000.0
Вторичное,лесопарковая,9.0,Москва,1.0,39.4,10.0,11.0,23.0,Без ремонта,15500000.0
Вторичное,автозаводская,21.0,Москва,1.0,44.0,13.0,9.0,32.0,Без ремонта,24000000.0
Вторичное,сходненская,23.0,Москва,1.0,37.6,9.8,10.0,12.0,Косметический,10200000.0
Вторичное,фили,16.0,Москва,1.0,43.0,12.0,2.0,21.0,Дизайнерский,19800000.0
Вторичное,щербинка,9.0,Москва,1.0,43.0,12.5,5.0,10.0,Косметический,9700000.0
Вторичное,говорово,11.0,Москва,1.0,38.0,9.4,11.0,24.0,Дизайнерский,14400000.0
Вторичное,павшино,17.0,Москва,1.0,33.2,10.3,8.0,25.0,Евроремонт,11500000.0
Вторичное,хорошево,23.0,Москва,1.0,34.1,10.1,10.0,16.0,Без ремонта,20500000.0
Вторичное,хорошево,23.0,Москва,1.0,38.7,11.7,6.0,16.0,Без ремонта,20600000.0
Вторичное,верхние лихоборы,11.0,Москва,1.0,37.7,8.4,3.0,17.0,Евроремонт,11450000.0
Вторичное,чертановская,19.0,Москва,1.0,38.4,8.7,24.0,25.0,Евроремонт,13500000.0
Вторичное,митино,11.0,Москва,1.0,40.0,11.0,2.0,25.0,Евроремонт,14100000.0
Вторичное,ясенево,8.0,Москва,1.0,38.0,9.8,10.0,22.0,Косметический,12600000.0
Вторичное,жулебино,3.0,Москва,1.0,42.0,9.8,2.0,19.0,Евроремонт,11700000.0
Вторичное,кожуховская,8.0,Москва,1.0,38.3,8.5,6.0,17.0,Косметический,11199000.0
Вторичное,некрасовка,11.0,Москва,1.0,38.8,9.0,15.0,25.0,Евроремонт,9800000.0
Вторичное,бульвар рокоссовского,24.0,Москва,1.0,41.7,14.0,11.0,25.0,Косметический,14600000.0
Вторичное,бульвар рокоссовского,12.0,Москва,1.0,38.3,15.7,10.0,18.0,Без ремонта,12600000.0
Вторичное,бульвар рокоссовского,12.0,Москва,1.0,38.4,9.7,3.0,18.0,Косметический,12800000.0
Вторичное,физтех,15.0,Москва,1.0,41.4,18.1,6.0,14.0,Евроремонт,13700000.0
Вторичное,зил,12.0,Москва,1.0,47.0,17.0,4.0,20.0,Евроремонт,22800000.0
Вторичное,электрозаводская,12.0,Москва,1.0,37.0,8.0,3.0,14.0,Косметический,13500000.0
Вторичное,мичуринский проспект,8.0,Москва,1.0,39.5,9.0,14.0,22.0,Евроремонт,14200000.0
Вторичное,раменки,11.0,Москва,1.0,39.0,8.7,9.0,17.0,Косметический,16500000.0
Вторичное,беговая,11.0,Москва,1.0,40.2,14.9,11.0,25.0,Косметический,18500000.0
Вторичное,зябликово,12.0,Москва,1.0,41.8,9.0,10.0,12.0,Косметический,10500000.0
Вторичное,братиславская,21.0,Москва,1.0,41.0,11.0,5.0,22.0,Косметический,12500000.0
Вторичное,коммунарка,14.0,Москва,1.0,32.5,10.0,14.0,25.0,Евроремонт,8300000.0
Вторичное,лермонтовский проспект,13.0,Москва,1.0,35.1,10.0,9.0,24.0,Косметический,8950000.0
Вторичное,бескудниково,12.0,Москва,1.0,34.9,9.6,1.0,16.0,Косметический,9200000.0
Вторичное,солнцево,11.0,Москва,1.0,39.0,11.0,2.0,18.0,Евроремонт,13800000.0
Вторичное,планерная,9.0,Москва,1.0,35.0,10.0,7.0,16.0,Без ремонта,11000000.0
Вторичное,давыдково,23.0,Москва,1.0,39.1,12.4,4.0,25.0,Дизайнерский,27200000.0
Вторичное,коммунарка,26.0,Москва,1.0,38.5,10.0,15.0,16.0,Косметический,10600000.0
Вторичное,саларьево,27.0,Москва,1.0,34.8,8.1,24.0,24.0,Без ремонта,8900000.0
Вторичное,народное ополчение,12.0,Москва,1.0,42.4,20.0,8.0,5.0,Без ремонта,22000000.0
Вторичное,домодедовская,10.0,Москва,1.0,32.3,8.0,5.0,24.0,Евроремонт,12890000.0
Вторичное,каширская,12.0,Москва,1.0,39.5,8.6,12.0,12.0,Косметический,13500000.0
Вторичное,новогиреево,6.0,Москва,1.0,36.0,10.0,8.0,12.0,Евроремонт,10499999.0
Вторичное,коммунарка,24.0,Москва,1.0,34.5,10.0,10.0,25.0,Косметический,8350000.0
Вторичное,новоясеневская,17.0,Москва,1.0,33.0,11.0,9.0,9.0,Косметический,9300000.0
Вторичное,текстильщики,9.0,Москва,1.0,34.0,9.0,1.0,9.0,Косметический,9200000.0
Вторичное,зюзино,14.0,Москва,1.0,36.0,10.0,1.0,12.0,Косметический,12950000.0
Вторичное,алма-атинская,13.0,Москва,1.0,39.1,8.6,11.0,14.0,Косметический,9500000.0
Вторичное,лесопарковая,2.0,Москва,1.0,38.0,10.0,6.0,25.0,Косметический,14000000.0
Вторичное,волгоградский проспект,1.0,Москва,1.0,30.0,10.5,9.0,21.0,Косметический,8550000.0
Вторичное,кантемировская,8.0,Москва,1.0,35.0,8.1,5.0,15.0,Косметический,11800000.0
Вторичное,авиамоторная,17.0,Москва,1.0,39.0,13.0,8.0,17.0,Косметический,15900000.0
Вторичное,сетунь,21.0,Москва,1.0,40.0,16.0,19.0,22.0,Косметический,13600000.0
Вторичное,ленинский проспект,3.0,Москва,1.0,44.0,9.0,9.0,10.0,Евроремонт,18000000.0
Вторичное,серпуховская,10.0,Москва,1.0,60.0,10.5,5.0,14.0,Без ремонта,43000000.0
Вторичное,медведково,15.0,Москва,1.0,38.0,9.0,11.0,17.0,Косметический,10300000.0
Вторичное,серпуховская,10.0,Москва,1.0,65.0,11.0,5.0,14.0,Без ремонта,11086692.0
Вторичное,озёрная,6.0,Москва,1.0,34.0,9.0,7.0,12.0,Косметический,10400000.0
Вторичное,кунцевская,11.0,Москва,1.0,35.0,8.6,3.0,5.0,Косметический,11990000.0
Вторичное,профсоюзная,15.0,Москва,1.0,70.0,10.5,2.0,5.0,Без ремонта,39500000.0
Вторичное,улица горчакова,12.0,Москва,1.0,38.0,12.3,8.0,15.0,Дизайнерский,12750000.0
Вторичное,рабочий посёлок,5.0,Москва,1.0,59.4,12.4,1.0,12.0,Без ремонта,17200000.0
Вторичное,текстильщики,7.0,Москва,1.0,35.8,8.3,2.0,4.0,Косметический,9500000.0
Вторичное,прокшино,10.0,Москва,1.0,38.0,11.0,13.0,20.0,Без ремонта,10000000.0
Вторичное,сходненская,17.0,Москва,1.0,121.2,15.0,1.0,5.0,Без ремонта,42675500.0
Вторичное,сходненская,17.0,Москва,1.0,79.5,15.0,5.0,5.0,Без ремонта,11086692.0
Вторичное,преображенская площадь,9.0,Москва,1.0,53.0,17.0,3.0,10.0,Евроремонт,19600000.0
Вторичное,улица дмитриевского,6.0,Москва,1.0,41.9,8.7,4.0,12.0,Косметический,10800000.0
Вторичное,новогиреево,7.0,Москва,1.0,35.2,10.0,10.0,14.0,Евроремонт,12000000.0
Вторичное,площадь ильича,18.0,Москва,1.0,40.0,10.0,2.0,16.0,Косметический,13000000.0
Вторичное,братиславская,21.0,Москва,1.0,38.0,10.5,14.0,22.0,Евроремонт,10700000.0
Вторичное,братиславская,18.0,Москва,1.0,35.0,10.9,5.0,17.0,Евроремонт,11000000.0
Вторичное,новаторская,8.0,Москва,1.0,37.3,11.0,5.0,18.0,Без ремонта,13590000.0
Вторичное,саларьево,19.0,Москва,1.0,36.4,16.0,9.0,22.0,Без ремонта,10500000.0
Вторичное,саларьево,22.0,Москва,1.0,33.6,16.0,2.0,22.0,Евроремонт,12100000.0
Вторичное,борисово,13.0,Москва,1.0,38.5,8.5,16.0,17.0,Евроремонт,10900000.0
Вторичное,борисово,8.0,Москва,1.0,39.0,8.0,8.0,14.0,Косметический,11000000.0
Вторичное,филевский парк,8.0,Москва,1.0,38.0,8.0,4.0,17.0,Косметический,15000000.0
Вторичное,бауманская,8.0,Москва,1.0,38.0,12.0,3.0,14.0,Косметический,14800000.0
